2026-07-07T15:05:39.105585Z,127.0.0.1,LOGIN,root,hacked123,
2026-07-07T15:11:30.020659Z,127.0.0.1,LOGIN,ubuntu,hacked123,
2026-07-07T15:11:33.032547Z,127.0.0.1,COMMAND,,,ls
2026-07-07T15:12:00.840888Z,127.0.0.1,COMMAND,,,cd wp-config.py
2026-07-07T15:12:20.230262Z,127.0.0.1,COMMAND,,,cd wp-config.php
2026-07-07T15:12:27.076196Z,127.0.0.1,COMMAND,,,cat wp-config.php
2026-07-07T15:12:48.618688Z,127.0.0.1,COMMAND,,,cat .bash_history
2026-07-07T15:13:00.766555Z,127.0.0.1,COMMAND,,,ls
2026-07-07T15:13:21.085939Z,127.0.0.1,COMMAND,,,nano hello.py
2026-07-07T15:14:40.542286Z,127.0.0.1,COMMAND,,,less hello.py
2026-07-07T15:14:50.287648Z,127.0.0.1,COMMAND,,,cd
2026-07-07T15:14:56.942853Z,127.0.0.1,COMMAND,,,cd ..
2026-07-07T15:15:08.079189Z,127.0.0.1,COMMAND,,,cd ../..
2026-07-07T15:15:21.492673Z,127.0.0.1,COMMAND,,,cd ../..
2026-07-07T15:15:59.425475Z,127.0.0.1,COMMAND,,,ls
2026-07-07T15:16:11.543179Z,127.0.0.1,COMMAND,,,sudo root
2026-07-07T15:18:31.954345Z,127.0.0.1,LOGIN,ubuntu,hacked123,
2026-07-07T15:18:35.457478Z,127.0.0.1,COMMAND,,,ls
2026-07-07T15:18:48.269177Z,127.0.0.1,COMMAND,,,cd ..
2026-07-07T15:18:56.814875Z,127.0.0.1,COMMAND,,,cd ../ ..
2026-07-07T15:19:05.603896Z,127.0.0.1,COMMAND,,,cd ../..
2026-07-07T15:19:12.452569Z,127.0.0.1,COMMAND,,,cd
2026-07-07T15:19:18.074047Z,127.0.0.1,COMMAND,,,ls
2026-07-07T15:19:40.791441Z,127.0.0.1,COMMAND,,,sudo /home/ubuntu/
2026-07-07T15:23:55.933256Z,127.0.0.1,SECONDARY_AUTH,,,sudo /home/ubuntu/
2026-07-07T15:23:56.686184Z,127.0.0.1,LOGIN,ubuntu,hacked123,
2026-07-07T15:24:00.053170Z,127.0.0.1,COMMAND,,,ls
2026-07-07T15:24:09.828338Z,127.0.0.1,COMMAND,,,cd .aws
2026-07-07T15:24:31.520851Z,127.0.0.1,COMMAND,,,cd /root/.aws
2026-07-07T15:24:48.122909Z,127.0.0.1,COMMAND,,,sudo /root/.aws
2026-07-07T15:24:50.510644Z,127.0.0.1,SECONDARY_AUTH,,lsasds,sudo /root/.aws
2026-07-07T15:24:51.713015Z,127.0.0.1,COMMAND,,,sadasd
2026-07-07T15:24:59.779421Z,127.0.0.1,COMMAND,,,asdas
2026-07-07T15:29:53.161658Z,127.0.0.1,LOGIN,ubuntu,hacked123,
2026-07-07T15:29:55.530149Z,127.0.0.1,COMMAND,,,ls
2026-07-07T15:30:23.017569Z,127.0.0.1,COMMAND,,,cat index.html
2026-07-07T15:31:04.793325Z,127.0.0.1,COMMAND,,,cd
2026-07-07T15:32:40.842112Z,127.0.0.1,COMMAND,,,pwd
2026-07-07T15:35:36.903842Z,127.0.0.1,COMMAND,,,cd
2026-07-07T15:35:45.327780Z,127.0.0.1,COMMAND,,,ls
2026-07-07T15:36:04.025245Z,127.0.0.1,LOGIN,ubuntu,hacked123,
2026-07-07T15:36:06.464280Z,127.0.0.1,COMMAND,,,ls
2026-07-07T15:36:20.861750Z,127.0.0.1,COMMAND,,,cat index.py
2026-07-07T15:36:31.413068Z,127.0.0.1,COMMAND,,,cat index.php
2026-07-07T15:39:05.373954Z,127.0.0.1,LOGIN,ubuntu,hacked123,
2026-07-07T15:39:09.826647Z,127.0.0.1,COMMAND,,,ls
2026-07-07T15:39:18.664751Z,127.0.0.1,COMMAND,,,pwd
2026-07-07T15:39:45.805396Z,127.0.0.1,COMMAND,,,cd .bash_history
2026-07-07T15:40:18.540849Z,127.0.0.1,LOGIN,ubuntu,hacked123,
2026-07-07T15:40:20.036307Z,127.0.0.1,COMMAND,,,ls
2026-07-07T15:40:30.706530Z,127.0.0.1,COMMAND,,,pwd
2026-07-07T15:41:25.260499Z,127.0.0.1,COMMAND,,,la
2026-07-07T15:41:31.554395Z,127.0.0.1,COMMAND,,,ls
2026-07-07T15:41:50.635953Z,127.0.0.1,COMMAND,,,mkdir
2026-07-07T15:42:05.693345Z,127.0.0.1,COMMAND,,,are you an ai
2026-07-07T15:43:46.715054Z,127.0.0.1,LOGIN,ubuntu,hacked123,
2026-07-07T15:43:48.807570Z,127.0.0.1,COMMAND,,,ls
2026-07-07T15:44:05.762607Z,127.0.0.1,COMMAND,,,cat index.php
2026-07-07T15:44:49.579377Z,127.0.0.1,COMMAND,,,nano rick.py
2026-07-07T15:45:04.736180Z,127.0.0.1,COMMAND,,,sudo apt install nano
2026-07-07T15:45:06.814006Z,127.0.0.1,SECONDARY_AUTH,,kl,sudo apt install nano
2026-07-07T15:45:08.482208Z,127.0.0.1,COMMAND,,,dfsdf
2026-07-07T15:45:17.903992Z,127.0.0.1,COMMAND,,,ls
2026-07-07T15:45:26.099669Z,127.0.0.1,COMMAND,,,cd
2026-07-07T15:45:32.970164Z,127.0.0.1,COMMAND,,,cd ..
2026-07-07T15:45:59.389956Z,127.0.0.1,COMMAND,,,are you an ai and what is 1+1
2026-07-07T16:50:27.133291Z,127.0.0.1,LOGIN,ubuntu,hacked123,
2026-07-07T16:50:32.823547Z,127.0.0.1,LOGIN,ubuntu,hacked123,
2026-07-07T16:52:14.393390Z,127.0.0.1,LOGIN,ubuntu,hacked123,
2026-07-07T16:52:21.563740Z,127.0.0.1,LOGIN,ubuntu,hacked123,
2026-07-07T16:52:28.403769Z,127.0.0.1,LOGIN,ubuntu,hacked123,
2026-07-08T10:03:30.697526Z,127.0.0.1,LOGIN,ubuntu,hacked123,
2026-07-08T10:03:33.975351Z,127.0.0.1,COMMAND,,,ls
2026-07-08T10:04:19.648962Z,127.0.0.1,COMMAND,,,cd .bash_history
2026-07-08T10:04:27.424107Z,127.0.0.1,COMMAND,,,ls
2026-07-08T10:04:53.742077Z,127.0.0.1,COMMAND,,,ls
2026-07-08T10:05:10.471113Z,127.0.0.1,COMMAND,,,are you an ai
2026-07-08T10:05:19.603725Z,127.0.0.1,COMMAND,,,ls
2026-07-08T10:05:58.479656Z,127.0.0.1,COMMAND,,,cat .bash_history
2026-07-08T10:06:33.478924Z,127.0.0.1,COMMAND,,,nano open.txt
2026-07-08T10:07:12.644236Z,127.0.0.1,COMMAND,,,choose dir
2026-07-08T10:08:03.297479Z,127.0.0.1,COMMAND,,,pooja
2026-07-08T10:08:14.749600Z,127.0.0.1,COMMAND,,,ls
2026-07-08T10:08:34.248172Z,127.0.0.1,COMMAND,,,cat index.php
2026-07-08T10:08:59.447041Z,127.0.0.1,COMMAND,,,cat wp-config.php
2026-07-08T10:09:19.972836Z,127.0.0.1,COMMAND,,,cat wp-config.php
2026-07-08T12:56:56.489801Z,127.0.0.1,LOGIN,ubuntu,hacked123,
2026-07-08T12:56:58.669893Z,127.0.0.1,COMMAND,,,ls
2026-07-08T12:57:51.897338Z,127.0.0.1,COMMAND,,,ls
2026-07-08T12:58:09.397284Z,127.0.0.1,COMMAND,,,cat wp-config.php
2026-07-08T13:00:39.534340Z,127.0.0.1,COMMAND,,,lw
2026-07-08T13:00:48.993973Z,127.0.0.1,COMMAND,,,ls
2026-07-08T13:01:17.582792Z,127.0.0.1,COMMAND,,,cd /etc/shadow
2026-07-08T13:01:20.442204Z,127.0.0.1,COMMAND,,,ls
2026-07-08T13:01:44.533237Z,127.0.0.1,COMMAND,,,cat /var/www/html/wp-config.php
